Reading #,Method Name,User Factor Name,Test Label,Grid ID,Latitude,Longitude,Elevation,Pseudo Element Config Name,Date,Time, Units,Mg Compound Level,Mg Compound Error,Mg Concentration,Mg Error 1s,Al Compound,Al Compound Level,Al Compound Error,Al Concentration,Al Error 1s,Si Compound,Si Compound Level,Si Compound Error,Si Concentration,Si Error 1s,P Compound,P Compound Level,P Compound Error,P Concentration,P Error 1s,S Compound,S Compound Level,S Compound Error,S Concentration,S Error 1s,K Compound,K Compound Level,K Compound Error,K Concentration,K Error 1s,Ca Compound,Ca Compound Level,Ca Compound Error,Ca Concentration,Ca Error 1s,Ti Compound,Ti Compound Level,Ti Compound Error,Ti Concentration,Ti Error 1s,V Compound,V Compound Level,V Compound Error,V Concentration,V Error 1s,Cr Compound,Cr Compound Level,Cr Compound Error,Cr Concentration,Cr Error 1s,Mn Compound,Mn Compound Level,Mn Compound Error,Mn Concentration,Mn Error 1s,Fe Compound,Fe Compound Level,Fe Compound Error,Fe Concentration,Fe Error 1s,Co Compound,Co Compound Level,Co Compound Error,Co Concentration,Co Error 1s,Ni Compound,Ni Compound Level,Ni Compound Error,Ni Concentration,Ni Error 1s,Cu Compound,Cu Compound Level,Cu Compound Error,Cu Concentration,Cu Error 1s,Zn Compound,Zn Compound Level,Zn Compound Error,Zn Concentration,Zn Error 1s,As Compound,As Compound Level,As Compound Error,As Concentration,As Error 1s,Se Compound,Se Compound Level,Se Compound Error,Se Concentration,Se Error 1s,Rb Compound,Rb Compound Level,Rb Compound Error,Rb Concentration,Rb Error 1s,Sr Compound,Sr Compound Level,Sr Compound Error,Sr Concentration,Sr Error 1s,Y Compound,Y Compound Level,Y Compound Error,Y Concentration,Y Error 1s,Zr Compound,Zr Compound Level,Zr Compound Error,Zr Concentration,Zr Error 1s,Nb Compound,Nb Compound Level,Nb Compound Error,Nb Concentration,Nb Error 1s,Mo Compound,Mo Compound Level,Mo Compound Error,Mo Concentration,Mo Error 1s,Ag Compound,Ag Compound Level,Ag Compound Error,Ag Concentration,Ag Error 1s,Cd Compound,Cd Compound Level,Cd Compound Error,Cd Concentration,Cd Error 1s,Sn Compound,Sn Compound Level,Sn Compound Error,Sn Concentration,Sn Error 1s,Sb Compound,Sb Compound Level,Sb Compound Error,Sb Concentration,Sb Error 1s,W Compound,W Compound Level,W Compound Error,W Concentration,W Error 1s,Hg Compound,Hg Compound Level,Hg Compound Error,Hg Concentration,Hg Error 1s,Pb Compound,Pb Compound Level,Pb Compound Error,Pb Concentration,Pb Error 1s,Bi Compound,Bi Compound Level,Bi Compound Error,Bi Concentration,Bi Error 1s,Th Compound,Th Compound Level,Th Compound Error,Th Concentration,Th Error 1s,U Compound,U Compound Level,U Compound Error,U Concentration,U Error 1s,LE Compound,LE Compound Level,LE Compound Error,LE Concentration,LE Error 1s,info
27,Geochem(2),,27,C06,33.60400009,-101.9039993,973.0750122,,5/7/18,13:31:02,ppm,,,<LOD,5316,,,,65171,376,,,,253797,498,,,,<LOD,201,,,,174,14,,,,12877,41,,,,17905,45,,,,2993,51,,,,71,6,,,,34,7,,,,220,8,,,,18507,51,,,,<LOD,48,,,,21,3,,,,19,2,,,,42,1,,,,7,1,,,,<LOD,1,,,,63,1,,,,71,1,,,,16,1,,,,280,1,,,,12,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,12,1,,,,<LOD,12,,,,8,2,,,,<LOD,6,,,,627697,693,
28,Geochem(2),,28,C07,33.60400009,-101.9039993,969.8150024,,5/7/18,13:33:00,ppm,,,<LOD,5079,,,,58115,354,,,,238369,473,,,,<LOD,205,,,,69,13,,,,10858,37,,,,31207,66,,,,2700,49,,,,37,5,,,,43,7,,,,151,7,,,,15044,44,,,,<LOD,43,,,,17,2,,,,14,1,,,,35,1,,,,6,0,,,,<LOD,1,,,,54,1,,,,69,1,,,,15,0,,,,260,1,,,,11,1,,,,3,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,11,1,,,,<LOD,12,,,,10,2,,,,<LOD,6,,,,642904,669,
29,Geochem(2),,29,C08,33.60400009,-101.9039993,971.0120239,,5/7/18,13:35:23,ppm,,,3507,1072,,,,57493,356,,,,234095,527,,,,<LOD,208,,,,71,13,,,,10550,38,,,,40345,92,,,,2706,49,,,,56,6,,,,39,7,,,,154,7,,,,15247,47,,,,<LOD,44,,,,17,2,,,,14,1,,,,34,1,,,,6,0,,,,<LOD,1,,,,54,1,,,,76,1,,,,16,0,,,,252,1,,,,10,1,,,,3,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,6,2,,,,<LOD,7,,,,9,1,,,,<LOD,12,,,,7,2,,,,<LOD,6,,,,635233,959,
30,Geochem(2),,30,C09,33.60400009,-101.9039993,977.28302,,5/7/18,13:37:22,ppm,,,<LOD,4846,,,,50979,341,,,,212328,443,,,,<LOD,225,,,,74,13,,,,9866,35,,,,52811,105,,,,2745,50,,,,51,6,,,,30,7,,,,173,7,,,,14554,44,,,,<LOD,43,,,,21,3,,,,14,1,,,,36,1,,,,5,0,,,,<LOD,1,,,,54,1,,,,85,1,,,,17,1,,,,254,1,,,,10,1,,,,<LOD,5,,,,<LOD,18,,,,<LOD,21,,,,<LOD,31,,,,<LOD,41,,,,<LOD,10,,,,<LOD,7,,,,11,1,,,,<LOD,12,,,,9,2,,,,<LOD,6,,,,655872,666,
31,Geochem(2),,31,C10,33.60390091,-101.9039993,980.1370239,,5/7/18,13:40:00,ppm,,,<LOD,5474,,,,40654,343,,,,179536,433,,,,<LOD,263,,,,<LOD,124,,,,9074,35,,,,76788,164,,,,2487,53,,,,45,6,,,,<LOD,36,,,,180,8,,,,12772,45,,,,<LOD,45,,,,15,3,,,,15,2,,,,32,1,,,,4,1,,,,<LOD,2,,,,48,1,,,,102,1,,,,15,1,,,,230,1,,,,12,1,,,,7,1,,,,<LOD,20,,,,<LOD,23,,,,<LOD,35,,,,<LOD,46,,,,<LOD,11,,,,<LOD,8,,,,11,1,,,,<LOD,14,,,,18,2,,,,<LOD,7,,,,677954,704,
32,Geochem(2),,32,D01,33.60400009,-101.9039993,978.257019,,5/7/18,13:42:20,ppm,,,<LOD,5516,,,,65919,376,,,,248362,490,,,,<LOD,206,,,,213,14,,,,11942,39,,,,15160,40,,,,3027,50,,,,58,6,,,,34,7,,,,160,7,,,,16997,48,,,,<LOD,46,,,,22,2,,,,15,1,,,,40,1,,,,8,0,,,,<LOD,1,,,,59,1,,,,60,1,,,,17,0,,,,265,1,,,,11,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,9,1,,,,<LOD,12,,,,10,2,,,,<LOD,6,,,,637608,681,
33,Geochem(2),,33,D02,33.60409927,-101.9039993,979.6339722,,5/7/18,13:44:25,ppm,,,3488,1123,,,,66987,391,,,,245720,564,,,,<LOD,201,,,,49,13,,,,12678,43,,,,6840,28,,,,3017,50,,,,48,6,,,,34,7,,,,198,7,,,,18048,54,,,,<LOD,47,,,,20,2,,,,16,1,,,,43,1,,,,6,1,,,,<LOD,1,,,,60,1,,,,62,1,,,,17,1,,,,296,1,,,,11,1,,,,3,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,6,,,,12,1,,,,<LOD,12,,,,11,2,,,,<LOD,6,,,,642337,995,
34,Geochem(2),,34,D03,33.60380173,-101.9039993,982.9030151,,5/7/18,13:46:31,ppm,,,<LOD,5195,,,,72250,372,,,,293813,529,,,,<LOD,180,,,,102,13,,,,12767,40,,,,2855,21,,,,2901,48,,,,60,5,,,,45,7,,,,195,7,,,,17265,46,,,,<LOD,45,,,,22,2,,,,16,1,,,,39,1,,,,6,0,,,,<LOD,1,,,,59,1,,,,56,1,,,,16,0,,,,271,1,,,,11,1,,,,2,1,,,,<LOD,17,,,,<LOD,19,,,,<LOD,30,,,,<LOD,38,,,,<LOD,10,,,,<LOD,7,,,,11,1,,,,<LOD,11,,,,7,2,,,,<LOD,5,,,,597231,688,
35,Geochem(2),,35,F,33.60390091,-101.9039993,983.2849731,,5/7/18,13:48:30,ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4403,1409,,,,<LOD,881,,,,<LOD,1126,,,,<LOD,994,,,,13952,1406,,,,<LOD,862,,,,<LOD,868,,,,<LOD,412,,,,<LOD,224,,,,<LOD,81,,,,<LOD,56,,,,56,16,,,,113,20,,,,<LOD,91,,,,358,43,,,,<LOD,124,,,,<LOD,166,,,,<LOD,587,,,,<LOD,671,,,,<LOD,1004,,,,<LOD,1315,,,,<LOD,464,,,,<LOD,277,,,,<LOD,149,,,,<LOD,410,,,,<LOD,333,,,,<LOD,228,,,,981118,2237,
36,Geochem(2),,36,D04,33.60340118,-101.9039993,982.9959717,,5/7/18,13:49:28,ppm,,,<LOD,9393,,,,69396,392,,,,263305,519,,,,<LOD,195,,,,88,14,,,,13662,44,,,,1579,21,,,,2874,50,,,,50,6,,,,30,7,,,,200,7,,,,17784,50,,,,<LOD,47,,,,20,3,,,,13,1,,,,39,1,,,,7,1,,,,<LOD,1,,,,58,1,,,,54,1,,,,15,1,,,,276,1,,,,12,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,10,1,,,,<LOD,12,,,,12,2,,,,<LOD,6,,,,630512,699,
37,Geochem(2),,37,D05,33.60340118,-101.9039993,982.9959717,,5/7/18,13:52:12,ppm,,,<LOD,5816,,,,67705,387,,,,265809,520,,,,<LOD,196,,,,138,14,,,,13311,43,,,,1644,21,,,,3084,51,,,,57,6,,,,37,8,,,,220,8,,,,17861,50,,,,<LOD,47,,,,22,3,,,,16,1,,,,44,1,,,,6,1,,,,<LOD,1,,,,62,1,,,,59,1,,,,16,1,,,,291,1,,,,14,1,,,,6,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,11,1,,,,<LOD,12,,,,13,2,,,,<LOD,6,,,,629573,697,
38,Geochem(2),,38,D06,33.60400009,-101.9039993,985.0609741,,5/7/18,13:54:20,ppm,,,<LOD,6050,,,,64600,386,,,,259619,522,,,,<LOD,202,,,,55,14,,,,12083,41,,,,1606,20,,,,2891,51,,,,53,6,,,,33,7,,,,207,7,,,,17600,50,,,,<LOD,47,,,,12,2,,,,15,1,,,,41,1,,,,6,1,,,,<LOD,1,,,,59,1,,,,54,1,,,,14,1,,,,304,1,,,,12,1,,,,6,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,6,2,,,,<LOD,7,,,,12,1,,,,<LOD,12,,,,10,2,,,,<LOD,6,,,,640704,698,
39,Geochem(2),,39,D07,33.60400009,-101.9039993,984.8070068,,5/7/18,13:56:25,ppm,,,<LOD,5923,,,,68704,390,,,,265937,523,,,,<LOD,194,,,,145,14,,,,12744,42,,,,703,20,,,,2878,51,,,,49,6,,,,42,8,,,,178,7,,,,16797,48,,,,<LOD,46,,,,23,3,,,,16,1,,,,38,1,,,,7,0,,,,<LOD,1,,,,58,1,,,,52,1,,,,14,0,,,,297,1,,,,12,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,9,1,,,,<LOD,12,,,,8,2,,,,<LOD,6,,,,631284,698,
40,Geochem(2),,40,D08,33.60400009,-101.9039993,982.4509888,,5/7/18,13:58:50,ppm,,,<LOD,5734,,,,65739,383,,,,260866,518,,,,<LOD,201,,,,83,14,,,,12720,42,,,,6280,27,,,,3131,52,,,,50,6,,,,45,8,,,,187,7,,,,17022,49,,,,<LOD,46,,,,15,3,,,,16,1,,,,36,1,,,,7,1,,,,<LOD,1,,,,58,1,,,,55,1,,,,16,1,,,,304,1,,,,12,1,,,,6,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,11,1,,,,<LOD,12,,,,12,2,,,,<LOD,6,,,,633328,699,
41,Geochem(2),,41,D09,33.60400009,-101.9039993,982.6160278,,5/7/18,14:00:44,ppm,,,<LOD,5105,,,,68111,371,,,,280954,518,,,,<LOD,176,,,,89,13,,,,12627,41,,,,2277,21,,,,2935,49,,,,50,6,,,,47,7,,,,178,7,,,,17267,47,,,,<LOD,45,,,,19,2,,,,15,1,,,,39,1,,,,6,0,,,,<LOD,1,,,,59,1,,,,59,1,,,,16,0,,,,308,1,,,,11,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,3,1,,,,12,1,,,,<LOD,12,,,,9,2,,,,<LOD,6,,,,614911,682,
42,Geochem(2),,42,D10,33.60409927,-101.9039993,982.0930176,,5/7/18,14:02:37,ppm,,,<LOD,9289,,,,67141,386,,,,278831,539,,,,<LOD,191,,,,54,14,,,,12665,43,,,,486,20,,,,2866,51,,,,53,6,,,,41,8,,,,183,7,,,,16729,48,,,,<LOD,46,,,,18,3,,,,17,2,,,,40,1,,,,6,1,,,,<LOD,1,,,,57,1,,,,51,1,,,,15,1,,,,277,1,,,,13,1,,,,5,1,,,,<LOD,18,,,,<LOD,21,,,,<LOD,31,,,,<LOD,41,,,,<LOD,10,,,,<LOD,7,,,,11,1,,,,<LOD,12,,,,8,2,,,,<LOD,6,,,,620433,707,
43,Geochem(2),,43,E01,33.60400009,-101.9039993,989.0910034,,5/7/18,14:06:39,ppm,,,<LOD,10692,,,,63079,396,,,,244103,522,,,,<LOD,230,,,,139,15,,,,13031,44,,,,6870,29,,,,3040,53,,,,49,6,,,,33,8,,,,218,8,,,,19597,56,,,,<LOD,52,,,,21,3,,,,19,2,,,,45,1,,,,7,1,,,,<LOD,1,,,,66,1,,,,65,1,,,,17,1,,,,298,1,,,,14,1,,,,10,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,32,,,,<LOD,42,,,,7,2,,,,<LOD,7,,,,13,1,,,,<LOD,13,,,,15,2,,,,<LOD,6,,,,649243,719,
44,Geochem(2),,44,E02,33.60400009,-101.9039993,987.5510254,,5/7/18,14:08:37,ppm,,,<LOD,11952,,,,64119,418,,,,233427,530,,,,<LOD,258,,,,158,16,,,,12443,45,,,,6945,30,,,,2954,55,,,,53,6,,,,31,8,,,,177,8,,,,17712,54,,,,<LOD,51,,,,23,3,,,,18,2,,,,42,1,,,,6,1,,,,<LOD,1,,,,60,1,,,,57,1,,,,17,1,,,,273,1,,,,14,1,,,,9,1,,,,<LOD,20,,,,<LOD,22,,,,<LOD,34,,,,<LOD,44,,,,<LOD,11,,,,<LOD,7,,,,12,1,,,,<LOD,13,,,,14,2,,,,<LOD,6,,,,661438,739,
45,Geochem(2),,45,E03,33.60400009,-101.9039993,988.0289917,,5/7/18,14:10:32,ppm,,,<LOD,5654,,,,70803,390,,,,260483,513,,,,<LOD,195,,,,75,14,,,,12683,42,,,,2623,22,,,,2867,50,,,,42,6,,,,44,8,,,,195,7,,,,18386,51,,,,<LOD,48,,,,21,3,,,,14,1,,,,42,1,,,,7,1,,,,<LOD,1,,,,62,1,,,,54,1,,,,15,1,,,,266,1,,,,12,1,,,,6,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,11,1,,,,<LOD,12,,,,10,2,,,,<LOD,6,,,,631279,696,
46,Geochem(2),,46,E04,33.60409927,-101.9039993,984.0150146,,5/7/18,14:12:31,ppm,,,<LOD,10094,,,,63389,390,,,,263784,540,,,,<LOD,213,,,,133,15,,,,12032,43,,,,3717,24,,,,3037,53,,,,56,6,,,,31,8,,,,235,8,,,,17943,52,,,,<LOD,49,,,,21,3,,,,16,2,,,,42,1,,,,7,1,,,,<LOD,1,,,,61,1,,,,59,1,,,,18,1,,,,258,1,,,,12,1,,,,7,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,32,,,,<LOD,42,,,,<LOD,11,,,,<LOD,7,,,,11,1,,,,<LOD,12,,,,15,2,,,,<LOD,6,,,,635117,720,
47,Geochem(2),,47,E05,33.60390091,-101.9039993,985.7459717,,5/7/18,14:14:28,ppm,,,<LOD,5893,,,,70764,397,,,,263942,527,,,,<LOD,201,,,,114,14,,,,13438,44,,,,1799,21,,,,3358,54,,,,53,6,,,,44,8,,,,208,8,,,,18932,52,,,,<LOD,49,,,,21,3,,,,14,1,,,,41,1,,,,7,1,,,,<LOD,1,,,,62,1,,,,58,1,,,,18,1,,,,287,1,,,,12,1,,,,6,1,,,,<LOD,18,,,,<LOD,21,,,,<LOD,31,,,,<LOD,41,,,,6,2,,,,<LOD,7,,,,10,1,,,,<LOD,12,,,,11,2,,,,<LOD,6,,,,626793,713,
48,Geochem(2),,48,E06,33.60409927,-101.9039993,986.7470093,,5/7/18,14:16:46,ppm,,,<LOD,6485,,,,66925,403,,,,248367,525,,,,<LOD,222,,,,146,15,,,,12518,44,,,,2456,22,,,,2849,52,,,,53,6,,,,29,8,,,,199,8,,,,17725,52,,,,<LOD,49,,,,21,3,,,,14,2,,,,40,1,,,,6,1,,,,<LOD,1,,,,59,1,,,,52,1,,,,16,1,,,,295,1,,,,12,1,,,,7,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,32,,,,<LOD,42,,,,<LOD,11,,,,<LOD,7,,,,12,1,,,,<LOD,13,,,,16,2,,,,<LOD,6,,,,648184,717,
49,Geochem(2),,49,E07,33.60400009,-101.9039993,986.46698,,5/7/18,14:19:00,ppm,,,<LOD,6409,,,,65650,400,,,,257201,537,,,,<LOD,219,,,,142,15,,,,12333,44,,,,2666,23,,,,2839,52,,,,47,6,,,,31,8,,,,170,7,,,,17291,51,,,,<LOD,49,,,,19,3,,,,16,2,,,,39,1,,,,6,1,,,,<LOD,1,,,,58,1,,,,57,1,,,,16,1,,,,292,1,,,,13,1,,,,8,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,33,,,,<LOD,42,,,,<LOD,11,,,,<LOD,7,,,,11,1,,,,<LOD,13,,,,11,2,,,,4,1,,,,641080,723,
50,Geochem(2),,50,E08,33.60400009,-101.9039993,986.46698,,5/7/18,14:21:13,ppm,,,3450,1092,,,,71832,399,,,,268390,596,,,,<LOD,190,,,,97,14,,,,13378,46,,,,609,20,,,,2883,50,,,,43,6,,,,30,7,,,,198,7,,,,17906,53,,,,<LOD,47,,,,21,3,,,,13,1,,,,43,1,,,,7,1,,,,<LOD,1,,,,60,1,,,,52,1,,,,15,1,,,,274,1,,,,12,1,,,,5,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,11,1,,,,<LOD,12,,,,11,2,,,,<LOD,6,,,,620661,976,
51,Geochem(2),,51,E09,33.60430145,-101.9039993,987.0239868,,5/7/18,14:23:09,ppm,,,3271,973,,,,78118,388,,,,288764,584,,,,<LOD,166,,,,177,13,,,,13246,43,,,,283,19,,,,2938,49,,,,57,6,,,,47,7,,,,181,7,,,,18020,50,,,,<LOD,46,,,,22,2,,,,17,1,,,,41,1,,,,7,0,,,,<LOD,1,,,,61,1,,,,53,1,,,,15,0,,,,293,1,,,,11,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,30,,,,<LOD,38,,,,<LOD,10,,,,3,1,,,,11,1,,,,<LOD,11,,,,7,2,,,,<LOD,5,,,,594356,896,
52,Geochem(2),,52,E10,33.60400009,-101.9039993,982.8029785,,5/7/18,14:25:18,ppm,,,<LOD,6033,,,,68208,395,,,,264559,533,,,,<LOD,202,,,,103,15,,,,12917,44,,,,679,20,,,,2886,52,,,,53,6,,,,32,8,,,,194,8,,,,17095,49,,,,<LOD,47,,,,26,3,,,,12,1,,,,40,1,,,,6,1,,,,<LOD,1,,,,58,1,,,,52,1,,,,17,1,,,,316,1,,,,12,1,,,,6,1,,,,<LOD,18,,,,<LOD,21,,,,<LOD,32,,,,<LOD,41,,,,<LOD,10,,,,<LOD,7,,,,11,1,,,,<LOD,12,,,,14,2,,,,<LOD,6,,,,632703,713,
53,Geochem(2),,53,F01,33.60380173,-101.9039993,985.4699707,,5/7/18,14:28:49,ppm,,,<LOD,9985,,,,52690,368,,,,199911,459,,,,<LOD,256,,,,108,14,,,,10260,38,,,,38768,87,,,,3057,54,,,,58,6,,,,34,8,,,,250,8,,,,18791,56,,,,<LOD,52,,,,23,3,,,,17,2,,,,46,1,,,,6,1,,,,<LOD,1,,,,62,1,,,,85,1,,,,19,1,,,,270,1,,,,13,1,,,,8,1,,,,<LOD,19,,,,<LOD,22,,,,<LOD,33,,,,<LOD,43,,,,8,2,,,,<LOD,7,,,,13,1,,,,<LOD,13,,,,16,2,,,,<LOD,6,,,,675488,697,
54,Geochem(2),,54,F02,33.60400009,-101.9039993,989.15802,,5/7/18,14:38:16,ppm,,,<LOD,6441,,,,59492,386,,,,225171,498,,,,<LOD,245,,,,119,15,,,,12123,42,,,,13451,40,,,,3127,53,,,,57,6,,,,40,8,,,,224,8,,,,20240,57,,,,<LOD,53,,,,21,3,,,,18,2,,,,49,1,,,,7,1,,,,<LOD,1,,,,67,1,,,,74,1,,,,21,1,,,,287,1,,,,16,1,,,,8,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,32,,,,<LOD,41,,,,<LOD,11,,,,<LOD,7,,,,13,1,,,,<LOD,13,,,,16,2,,,,<LOD,6,,,,665358,706,
55,Geochem(2),,55,F03,33.60400009,-101.9039993,988.6119995,,5/7/18,14:40:17,ppm,,,<LOD,5778,,,,72586,400,,,,261848,523,,,,<LOD,209,,,,487,16,,,,12997,43,,,,4960,26,,,,2907,52,,,,50,6,,,,39,8,,,,214,8,,,,18394,52,,,,<LOD,49,,,,17,3,,,,19,2,,,,40,1,,,,6,1,,,,<LOD,1,,,,62,1,,,,57,1,,,,17,1,,,,255,1,,,,14,1,,,,7,1,,,,<LOD,18,,,,<LOD,21,,,,<LOD,32,,,,<LOD,41,,,,<LOD,11,,,,<LOD,7,,,,12,1,,,,<LOD,12,,,,12,2,,,,<LOD,6,,,,625001,715,
56,Geochem(2),,56,F04,33.60400009,-101.9039993,987.8740234,,5/7/18,14:42:26,ppm,,,<LOD,5499,,,,76768,401,,,,268544,521,,,,<LOD,194,,,,157,14,,,,14084,45,,,,1379,21,,,,3310,53,,,,57,6,,,,38,8,,,,258,8,,,,20698,55,,,,<LOD,51,,,,19,3,,,,15,1,,,,46,1,,,,7,1,,,,<LOD,1,,,,68,1,,,,61,1,,,,18,1,,,,306,1,,,,14,1,,,,5,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,7,2,,,,<LOD,7,,,,12,1,,,,<LOD,12,,,,10,2,,,,3,1,,,,614115,714,
57,Geochem(2),,57,F05,33.60400009,-101.9039993,989.7479858,,5/7/18,14:45:21,ppm,,,<LOD,5489,,,,72992,392,,,,262188,512,,,,<LOD,196,,,,212,14,,,,13481,43,,,,3094,23,,,,3416,53,,,,65,6,,,,51,8,,,,236,8,,,,20012,53,,,,<LOD,50,,,,25,3,,,,14,1,,,,48,1,,,,7,1,,,,<LOD,1,,,,65,1,,,,58,1,,,,17,1,,,,281,1,,,,13,1,,,,3,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,11,1,,,,<LOD,12,,,,10,2,,,,<LOD,6,,,,623702,701,
58,Geochem(2),,58,F06,33.60409927,-101.9039993,987.7000122,,5/7/18,14:47:57,ppm,,,<LOD,8465,,,,72019,377,,,,279296,515,,,,<LOD,174,,,,74,13,,,,13427,42,,,,335,19,,,,3031,50,,,,59,6,,,,31,7,,,,215,7,,,,18560,49,,,,<LOD,47,,,,20,2,,,,14,1,,,,44,1,,,,6,1,,,,<LOD,1,,,,62,1,,,,56,1,,,,15,0,,,,302,1,,,,12,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,6,,,,13,1,,,,<LOD,12,,,,7,2,,,,<LOD,5,,,,612402,685,
59,Geochem(2),,59,F07,33.60390091,-101.9039993,985.6950073,,5/7/18,14:50:26,ppm,,,<LOD,5791,,,,69821,391,,,,265098,524,,,,<LOD,195,,,,85,14,,,,13260,43,,,,601,20,,,,2880,51,,,,58,6,,,,47,8,,,,193,7,,,,18695,52,,,,<LOD,49,,,,21,3,,,,18,2,,,,42,1,,,,7,1,,,,<LOD,1,,,,63,1,,,,56,1,,,,15,1,,,,302,1,,,,12,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,12,1,,,,<LOD,12,,,,13,2,,,,<LOD,6,,,,628696,705,
