Reading #,Method Name,User Factor Name,Test Label,Grid ID,Latitude,Longitude,Elevation,Pseudo Element Config Name,Date,Time, Units,Mg Compound Level,Mg Compound Error,Mg Concentration,Mg Error 1s,Al Compound,Al Compound Level,Al Compound Error,Al Concentration,Al Error 1s,Si Compound,Si Compound Level,Si Compound Error,Si Concentration,Si Error 1s,P Compound,P Compound Level,P Compound Error,P Concentration,P Error 1s,S Compound,S Compound Level,S Compound Error,S Concentration,S Error 1s,K Compound,K Compound Level,K Compound Error,K Concentration,K Error 1s,Ca Compound,Ca Compound Level,Ca Compound Error,Ca Concentration,Ca Error 1s,Ti Compound,Ti Compound Level,Ti Compound Error,Ti Concentration,Ti Error 1s,V Compound,V Compound Level,V Compound Error,V Concentration,V Error 1s,Cr Compound,Cr Compound Level,Cr Compound Error,Cr Concentration,Cr Error 1s,Mn Compound,Mn Compound Level,Mn Compound Error,Mn Concentration,Mn Error 1s,Fe Compound,Fe Compound Level,Fe Compound Error,Fe Concentration,Fe Error 1s,Co Compound,Co Compound Level,Co Compound Error,Co Concentration,Co Error 1s,Ni Compound,Ni Compound Level,Ni Compound Error,Ni Concentration,Ni Error 1s,Cu Compound,Cu Compound Level,Cu Compound Error,Cu Concentration,Cu Error 1s,Zn Compound,Zn Compound Level,Zn Compound Error,Zn Concentration,Zn Error 1s,As Compound,As Compound Level,As Compound Error,As Concentration,As Error 1s,Se Compound,Se Compound Level,Se Compound Error,Se Concentration,Se Error 1s,Rb Compound,Rb Compound Level,Rb Compound Error,Rb Concentration,Rb Error 1s,Sr Compound,Sr Compound Level,Sr Compound Error,Sr Concentration,Sr Error 1s,Y Compound,Y Compound Level,Y Compound Error,Y Concentration,Y Error 1s,Zr Compound,Zr Compound Level,Zr Compound Error,Zr Concentration,Zr Error 1s,Nb Compound,Nb Compound Level,Nb Compound Error,Nb Concentration,Nb Error 1s,Mo Compound,Mo Compound Level,Mo Compound Error,Mo Concentration,Mo Error 1s,Ag Compound,Ag Compound Level,Ag Compound Error,Ag Concentration,Ag Error 1s,Cd Compound,Cd Compound Level,Cd Compound Error,Cd Concentration,Cd Error 1s,Sn Compound,Sn Compound Level,Sn Compound Error,Sn Concentration,Sn Error 1s,Sb Compound,Sb Compound Level,Sb Compound Error,Sb Concentration,Sb Error 1s,W Compound,W Compound Level,W Compound Error,W Concentration,W Error 1s,Hg Compound,Hg Compound Level,Hg Compound Error,Hg Concentration,Hg Error 1s,Pb Compound,Pb Compound Level,Pb Compound Error,Pb Concentration,Pb Error 1s,Bi Compound,Bi Compound Level,Bi Compound Error,Bi Concentration,Bi Error 1s,Th Compound,Th Compound Level,Th Compound Error,Th Concentration,Th Error 1s,U Compound,U Compound Level,U Compound Error,U Concentration,U Error 1s,LE Compound,LE Compound Level,LE Compound Error,LE Concentration,LE Error 1s,info
60,Geochem(2),,60,F08,33.60400009,-101.9039993,991.6619873,,5/7/18,14:52:46,ppm,,,<LOD,5432,,,,70515,384,,,,275697,525,,,,<LOD,182,,,,84,14,,,,12853,42,,,,264,19,,,,2938,50,,,,58,6,,,,24,7,,,,222,8,,,,18096,50,,,,<LOD,47,,,,15,2,,,,14,1,,,,42,1,,,,7,1,,,,<LOD,1,,,,63,1,,,,57,1,,,,15,1,,,,264,1,,,,11,1,,,,6,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,12,1,,,,<LOD,12,,,,12,2,,,,<LOD,6,,,,618729,698,
61,Geochem(2),,61,F09,33.60400009,-101.9039993,985.7860107,,5/7/18,14:55:35,ppm,,,<LOD,5054,,,,74241,381,,,,277526,513,,,,<LOD,178,,,,109,13,,,,13302,42,,,,729,20,,,,3243,51,,,,63,6,,,,38,7,,,,271,8,,,,19775,51,,,,<LOD,48,,,,20,2,,,,15,1,,,,49,1,,,,7,1,,,,<LOD,1,,,,66,1,,,,60,1,,,,18,1,,,,315,1,,,,12,1,,,,3,1,,,,<LOD,17,,,,<LOD,19,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,12,1,,,,<LOD,12,,,,9,2,,,,<LOD,5,,,,610118,689,
62,Geochem(2),,62,F10,33.60400009,-101.9039993,986.1430054,,5/7/18,14:57:45,ppm,,,<LOD,5183,,,,73906,382,,,,283988,525,,,,<LOD,177,,,,111,13,,,,13398,42,,,,721,20,,,,3131,51,,,,67,6,,,,44,7,,,,188,7,,,,18878,50,,,,<LOD,48,,,,17,2,,,,15,1,,,,42,1,,,,7,0,,,,<LOD,1,,,,62,1,,,,54,1,,,,16,0,,,,278,1,,,,13,1,,,,5,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,3,1,,,,11,1,,,,<LOD,12,,,,<LOD,9,,,,<LOD,5,,,,605045,697,
63,Geochem(2),,63,G01,33.60400009,-101.9039993,980.9550171,,5/7/18,15:01:25,ppm,,,<LOD,5278,,,,76749,391,,,,264367,504,,,,<LOD,185,,,,148,13,,,,13820,43,,,,2486,22,,,,3155,51,,,,57,6,,,,47,7,,,,213,7,,,,20479,53,,,,<LOD,50,,,,23,3,,,,15,1,,,,48,1,,,,7,1,,,,<LOD,1,,,,68,1,,,,59,1,,,,16,1,,,,292,1,,,,13,1,,,,3,1,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,6,,,,12,1,,,,<LOD,12,,,,8,2,,,,<LOD,6,,,,617916,694,
64,Geochem(2),,64,G02,33.60400009,-101.9039993,982.2860107,,5/7/18,15:03:46,ppm,,,<LOD,5168,,,,75512,381,,,,267794,499,,,,<LOD,181,,,,144,13,,,,13284,41,,,,1162,20,,,,3026,49,,,,56,5,,,,51,7,,,,222,7,,,,20880,53,,,,<LOD,49,,,,25,2,,,,16,1,,,,49,1,,,,8,1,,,,<LOD,1,,,,69,1,,,,59,1,,,,18,1,,,,271,1,,,,12,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,38,,,,<LOD,10,,,,<LOD,6,,,,11,1,,,,<LOD,11,,,,6,2,,,,<LOD,5,,,,617324,681,
65,Geochem(2),,65,G03,33.60400009,-101.9039993,980.1329956,,5/7/18,15:07:05,ppm,,,<LOD,5073,,,,75904,384,,,,273501,508,,,,<LOD,178,,,,140,13,,,,13561,42,,,,774,20,,,,3138,50,,,,45,5,,,,38,7,,,,212,7,,,,20647,53,,,,<LOD,49,,,,23,2,,,,16,1,,,,47,1,,,,8,1,,,,<LOD,1,,,,69,1,,,,58,1,,,,15,0,,,,262,1,,,,11,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,38,,,,<LOD,10,,,,<LOD,7,,,,12,1,,,,<LOD,11,,,,6,2,,,,<LOD,5,,,,611514,688,
66,Geochem(2),,66,G04,33.60409927,-101.9039993,981.6209717,,5/7/18,15:10:17,ppm,,,<LOD,5178,,,,75184,386,,,,272001,509,,,,<LOD,180,,,,149,13,,,,14050,43,,,,1212,20,,,,3031,50,,,,59,6,,,,44,7,,,,213,7,,,,20815,53,,,,<LOD,50,,,,19,2,,,,17,1,,,,48,1,,,,6,1,,,,<LOD,1,,,,69,1,,,,60,1,,,,18,1,,,,273,1,,,,13,1,,,,3,1,,,,<LOD,17,,,,<LOD,19,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,3,1,,,,13,1,,,,<LOD,12,,,,8,2,,,,<LOD,5,,,,612691,692,
67,Geochem(2),,67,G05,33.60400009,-101.9039993,983.1010132,,5/7/18,15:12:43,ppm,,,<LOD,6109,,,,70124,402,,,,254568,522,,,,<LOD,208,,,,92,15,,,,13601,45,,,,2152,22,,,,3268,54,,,,64,6,,,,41,8,,,,241,8,,,,20666,56,,,,<LOD,52,,,,26,3,,,,15,2,,,,49,1,,,,7,1,,,,<LOD,1,,,,67,1,,,,61,1,,,,18,1,,,,296,1,,,,13,1,,,,7,1,,,,<LOD,18,,,,<LOD,21,,,,<LOD,31,,,,<LOD,41,,,,<LOD,11,,,,<LOD,7,,,,13,1,,,,<LOD,12,,,,10,2,,,,<LOD,6,,,,634603,718,
68,Geochem(2),,68,G06,33.60400009,-101.9039993,981.5089722,,5/7/18,15:14:39,ppm,,,<LOD,5538,,,,72813,385,,,,254844,494,,,,<LOD,193,,,,185,13,,,,13019,41,,,,1555,20,,,,3229,51,,,,66,6,,,,43,7,,,,256,8,,,,20156,53,,,,<LOD,49,,,,21,2,,,,14,1,,,,47,1,,,,7,1,,,,<LOD,1,,,,68,1,,,,59,1,,,,19,1,,,,305,1,,,,12,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,19,5,,,,<LOD,38,,,,<LOD,10,,,,<LOD,6,,,,11,1,,,,<LOD,11,,,,<LOD,9,,,,<LOD,5,,,,633251,680,
69,Geochem(2),,69,G07,33.60400009,-101.9039993,980.8729858,,5/7/18,15:17:22,ppm,,,<LOD,5894,,,,71232,399,,,,266846,531,,,,<LOD,199,,,,142,15,,,,13644,45,,,,912,21,,,,3173,53,,,,51,6,,,,35,8,,,,299,8,,,,19025,53,,,,<LOD,50,,,,21,3,,,,15,2,,,,46,1,,,,6,1,,,,<LOD,1,,,,67,1,,,,59,1,,,,18,1,,,,333,1,,,,14,1,,,,6,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,41,,,,<LOD,11,,,,<LOD,7,,,,12,1,,,,<LOD,12,,,,12,2,,,,<LOD,6,,,,624034,717,
70,Geochem(2),,70,G08,33.60400009,-101.9039993,979.7449951,,5/7/18,15:19:17,ppm,,,<LOD,5201,,,,71765,379,,,,273265,512,,,,<LOD,182,,,,223,14,,,,13417,42,,,,1176,20,,,,3277,51,,,,49,6,,,,30,7,,,,247,8,,,,20039,52,,,,<LOD,49,,,,21,2,,,,18,1,,,,45,1,,,,7,1,,,,<LOD,1,,,,68,1,,,,61,1,,,,18,1,,,,304,1,,,,13,1,,,,3,1,,,,<LOD,17,,,,<LOD,19,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,13,1,,,,<LOD,12,,,,9,2,,,,<LOD,5,,,,615932,688,
71,Geochem(2),,71,G09,33.60400009,-101.9039993,981.8079834,,5/7/18,15:21:49,ppm,,,<LOD,5614,,,,69841,388,,,,270277,525,,,,<LOD,192,,,,114,14,,,,12804,42,,,,725,20,,,,3015,51,,,,46,6,,,,40,8,,,,233,8,,,,18831,51,,,,<LOD,49,,,,18,3,,,,18,2,,,,44,1,,,,7,1,,,,<LOD,1,,,,64,1,,,,57,1,,,,16,1,,,,280,1,,,,12,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,12,1,,,,<LOD,12,,,,11,2,,,,<LOD,6,,,,623530,703,
72,Geochem(2),,72,G10,33.60400009,-101.9039993,985.0300293,,5/7/18,15:23:47,ppm,,,<LOD,5485,,,,72958,392,,,,269736,522,,,,<LOD,187,,,,124,14,,,,13484,43,,,,881,20,,,,2959,51,,,,51,6,,,,64,8,,,,256,8,,,,19794,53,,,,<LOD,50,,,,20,3,,,,19,2,,,,47,1,,,,7,1,,,,<LOD,1,,,,68,1,,,,59,1,,,,16,1,,,,279,1,,,,14,1,,,,5,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,12,1,,,,<LOD,12,,,,11,2,,,,<LOD,6,,,,619135,705,
73,Geochem(2),,73,H01,33.60419846,-101.9039993,977.7150269,,5/7/18,15:27:03,ppm,,,<LOD,9458,,,,66726,387,,,,266568,531,,,,<LOD,203,,,,137,15,,,,13206,44,,,,6491,28,,,,3216,53,,,,50,6,,,,51,8,,,,251,8,,,,19930,55,,,,<LOD,51,,,,23,3,,,,17,2,,,,49,1,,,,6,1,,,,<LOD,1,,,,69,1,,,,68,1,,,,17,1,,,,297,1,,,,14,1,,,,7,1,,,,<LOD,18,,,,<LOD,21,,,,<LOD,32,,,,<LOD,41,,,,<LOD,11,,,,<LOD,7,,,,13,1,,,,<LOD,12,,,,13,2,,,,<LOD,6,,,,622777,719,
74,Geochem(2),,74,H02,33.60400009,-101.9039993,982.0180054,,5/7/18,15:29:08,ppm,,,<LOD,5688,,,,69652,387,,,,256895,510,,,,<LOD,195,,,,87,14,,,,12981,42,,,,1130,20,,,,2980,50,,,,52,6,,,,56,8,,,,288,8,,,,19246,52,,,,<LOD,49,,,,20,3,,,,13,1,,,,45,1,,,,7,1,,,,<LOD,1,,,,63,1,,,,58,1,,,,17,1,,,,237,1,,,,13,1,,,,3,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,12,1,,,,<LOD,12,,,,11,2,,,,<LOD,6,,,,636134,693,
75,Geochem(2),,75,H03,33.60400009,-101.9039993,980.5219727,,5/7/18,15:31:29,ppm,,,<LOD,5488,,,,74319,391,,,,262324,507,,,,<LOD,191,,,,188,14,,,,13303,42,,,,1527,20,,,,3430,52,,,,66,6,,,,30,7,,,,214,7,,,,21431,55,,,,<LOD,51,,,,21,3,,,,14,1,,,,53,1,,,,7,1,,,,<LOD,1,,,,74,1,,,,64,1,,,,18,1,,,,295,1,,,,14,1,,,,4,1,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,13,1,,,,<LOD,12,,,,10,2,,,,<LOD,6,,,,622580,697,
76,Geochem(2),,76,H04,33.60390091,-101.9039993,982.7860107,,5/7/18,15:36:34,ppm,,,<LOD,5372,,,,76199,394,,,,271600,518,,,,<LOD,183,,,,169,14,,,,13589,43,,,,1093,21,,,,3118,51,,,,67,6,,,,41,7,,,,240,8,,,,20905,54,,,,<LOD,51,,,,24,3,,,,15,1,,,,50,1,,,,7,1,,,,<LOD,1,,,,70,1,,,,61,1,,,,17,1,,,,275,1,,,,12,1,,,,<LOD,5,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,13,1,,,,<LOD,12,,,,7,2,,,,<LOD,6,,,,612428,704,
77,Geochem(2),,77,H05,33.60400009,-101.9039993,981.434021,,5/7/18,15:38:55,ppm,,,<LOD,5492,,,,75461,393,,,,261432,506,,,,<LOD,190,,,,207,14,,,,13475,43,,,,1224,20,,,,3165,51,,,,63,6,,,,44,7,,,,241,8,,,,20952,54,,,,<LOD,50,,,,19,3,,,,14,1,,,,51,1,,,,8,1,,,,<LOD,1,,,,70,1,,,,61,1,,,,17,1,,,,263,1,,,,13,1,,,,3,1,,,,<LOD,17,,,,<LOD,20,,,,21,5,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,13,1,,,,<LOD,12,,,,6,2,,,,<LOD,6,,,,623178,696,
78,Geochem(2),,78,H06,33.60390091,-101.9039993,986.1799927,,5/7/18,15:40:47,ppm,,,2999,961,,,,78333,387,,,,274173,561,,,,<LOD,172,,,,228,13,,,,14082,44,,,,1489,20,,,,3577,51,,,,63,6,,,,40,7,,,,333,8,,,,22270,58,,,,<LOD,50,,,,18,2,,,,15,1,,,,52,1,,,,8,1,,,,<LOD,1,,,,71,1,,,,63,1,,,,18,1,,,,290,1,,,,12,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,37,,,,6,2,,,,3,1,,,,13,1,,,,<LOD,11,,,,5,2,,,,<LOD,5,,,,601838,894,
79,Geochem(2),,79,H07,33.60400009,-101.9039993,981.5980225,,5/7/18,15:43:05,ppm,,,<LOD,6222,,,,65543,393,,,,254701,528,,,,<LOD,214,,,,123,15,,,,13127,44,,,,1493,21,,,,3117,53,,,,56,6,,,,27,8,,,,261,8,,,,20700,57,,,,<LOD,52,,,,21,3,,,,15,2,,,,50,1,,,,7,1,,,,<LOD,1,,,,68,1,,,,61,1,,,,18,1,,,,300,1,,,,15,1,,,,7,1,,,,<LOD,18,,,,<LOD,21,,,,<LOD,31,,,,<LOD,41,,,,<LOD,11,,,,<LOD,7,,,,14,1,,,,<LOD,12,,,,18,2,,,,<LOD,6,,,,640259,717,
80,Geochem(2),,80,H08,33.60400009,-101.9039993,978.0529785,,5/7/18,15:45:23,ppm,,,<LOD,5724,,,,71248,396,,,,262906,523,,,,<LOD,199,,,,111,14,,,,13841,45,,,,1298,21,,,,3142,52,,,,57,6,,,,39,8,,,,283,8,,,,20824,56,,,,<LOD,52,,,,22,3,,,,16,2,,,,48,1,,,,8,1,,,,<LOD,1,,,,70,1,,,,61,1,,,,17,1,,,,292,1,,,,14,1,,,,6,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,9,2,,,,<LOD,7,,,,12,1,,,,<LOD,12,,,,11,2,,,,<LOD,6,,,,625666,713,
81,Geochem(2),,81,H09,33.60400009,-101.9039993,980.9719849,,5/7/18,15:47:46,ppm,,,<LOD,5083,,,,73530,378,,,,276329,510,,,,<LOD,177,,,,147,13,,,,13077,41,,,,888,20,,,,3178,50,,,,52,6,,,,50,7,,,,225,7,,,,20007,51,,,,<LOD,48,,,,19,2,,,,14,1,,,,49,1,,,,7,0,,,,<LOD,1,,,,69,1,,,,60,1,,,,19,1,,,,274,1,,,,12,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,38,,,,<LOD,10,,,,<LOD,6,,,,12,1,,,,<LOD,11,,,,6,2,,,,<LOD,5,,,,611975,685,
82,Geochem(2),,82,H10,33.60409927,-101.9039993,980.5960083,,5/7/18,15:50:04,ppm,,,<LOD,5577,,,,72126,391,,,,266446,518,,,,<LOD,192,,,,171,14,,,,13462,43,,,,1296,21,,,,3068,51,,,,55,6,,,,43,8,,,,280,8,,,,20493,54,,,,<LOD,51,,,,24,3,,,,16,1,,,,49,1,,,,7,1,,,,<LOD,1,,,,70,1,,,,61,1,,,,16,1,,,,297,1,,,,14,1,,,,5,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,3,1,,,,13,1,,,,<LOD,12,,,,10,2,,,,<LOD,6,,,,621973,704,
83,Geochem(2),,83,CHECK,33.60390091,-101.9039993,989.1779785,,5/7/18,16:43:13,ppm,,,23316,2508,,,,11835,384,,,,9438,119,,,,1552,38,,,,13147,59,,,,12282,54,,,,1255,21,,,,<LOD,373,,,,261,9,,,,153324,422,,,,20740,111,,,,635892,1666,,,,<LOD,84,,,,89993,276,,,,4730,48,,,,<LOD,3,,,,<LOD,2,,,,<LOD,1,,,,<LOD,1,,,,<LOD,1,,,,<LOD,1,,,,<LOD,1,,,,<LOD,1,,,,20805,59,,,,<LOD,3,,,,<LOD,4,,,,139,17,,,,106,23,,,,340,19,,,,<LOD,4,,,,186,13,,,,607,12,,,,<LOD,2,,,,52,6,,,,<LOD,0,
84,Geochem(2),,84,I01,33.60369873,-101.9039993,,,5/7/18,16:47:30,ppm,,,<LOD,5431,,,,69676,381,,,,275370,519,,,,<LOD,182,,,,167,14,,,,12405,41,,,,1169,20,,,,3238,51,,,,62,6,,,,31,7,,,,275,8,,,,19659,52,,,,<LOD,49,,,,19,2,,,,14,1,,,,49,1,,,,7,1,,,,<LOD,1,,,,68,1,,,,61,1,,,,18,1,,,,260,1,,,,13,1,,,,3,1,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,12,1,,,,<LOD,12,,,,10,2,,,,<LOD,6,,,,617414,692,
85,Geochem(2),,85,I02,33.60400009,-101.9039993,988.7930298,,5/7/18,16:49:48,ppm,,,<LOD,9742,,,,66969,389,,,,258589,518,,,,<LOD,202,,,,139,14,,,,12712,42,,,,1408,20,,,,3059,51,,,,56,6,,,,33,7,,,,242,8,,,,20533,55,,,,<LOD,51,,,,19,3,,,,14,1,,,,50,1,,,,7,1,,,,<LOD,1,,,,70,1,,,,63,1,,,,17,1,,,,281,1,,,,13,1,,,,6,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,11,,,,3,1,,,,13,1,,,,<LOD,12,,,,12,2,,,,<LOD,6,,,,635691,702,
86,Geochem(2),,86,I03,33.60359955,-101.9039993,989.0529785,,5/7/18,16:51:58,ppm,,,<LOD,5287,,,,74200,383,,,,266121,500,,,,<LOD,183,,,,274,14,,,,12468,40,,,,1687,20,,,,3227,50,,,,49,5,,,,45,7,,,,251,8,,,,21226,54,,,,<LOD,50,,,,21,2,,,,17,1,,,,52,1,,,,7,1,,,,<LOD,1,,,,70,1,,,,66,1,,,,18,1,,,,280,1,,,,12,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,38,,,,<LOD,10,,,,<LOD,6,,,,12,1,,,,<LOD,11,,,,9,2,,,,<LOD,5,,,,619889,681,
87,Geochem(2),,87,I04,33.60380173,-101.9039993,989.8300171,,5/7/18,16:54:30,ppm,,,<LOD,6302,,,,69546,399,,,,248750,510,,,,<LOD,213,,,,329,15,,,,13470,44,,,,2180,21,,,,3216,52,,,,57,6,,,,27,7,,,,276,8,,,,21054,56,,,,<LOD,52,,,,28,3,,,,20,2,,,,49,1,,,,7,1,,,,<LOD,1,,,,72,1,,,,62,1,,,,17,1,,,,278,1,,,,14,1,,,,6,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,6,2,,,,<LOD,7,,,,14,1,,,,<LOD,12,,,,15,2,,,,<LOD,6,,,,640508,706,
88,Geochem(2),,88,I05,33.60409927,-101.9039993,,,5/7/18,16:56:30,ppm,,,<LOD,5210,,,,77152,390,,,,274940,509,,,,<LOD,180,,,,187,14,,,,13085,41,,,,1319,20,,,,3266,51,,,,66,6,,,,48,7,,,,235,8,,,,20926,53,,,,<LOD,50,,,,20,2,,,,14,1,,,,51,1,,,,8,1,,,,<LOD,1,,,,70,1,,,,60,1,,,,17,1,,,,268,1,,,,13,1,,,,4,1,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,38,,,,<LOD,10,,,,3,1,,,,13,1,,,,<LOD,11,,,,8,2,,,,<LOD,5,,,,608228,691,
89,Geochem(2),,89,I06,33.60380173,-101.9039993,986.8909912,,5/7/18,16:58:41,ppm,,,3988,966,,,,77452,383,,,,274580,556,,,,<LOD,171,,,,323,13,,,,13078,42,,,,1662,20,,,,3188,49,,,,63,5,,,,46,7,,,,235,7,,,,21014,55,,,,<LOD,48,,,,16,2,,,,15,1,,,,51,1,,,,7,0,,,,<LOD,1,,,,70,1,,,,62,1,,,,17,0,,,,266,1,,,,10,1,,,,<LOD,5,,,,<LOD,16,,,,<LOD,18,,,,<LOD,28,,,,<LOD,37,,,,<LOD,10,,,,<LOD,6,,,,12,1,,,,<LOD,11,,,,<LOD,9,,,,<LOD,5,,,,603847,888,
90,Geochem(2),,90,I07,33.60380173,-101.9039993,985.9699707,,5/7/18,17:00:31,ppm,,,<LOD,9784,,,,70177,399,,,,259905,523,,,,<LOD,202,,,,208,15,,,,13483,44,,,,1638,21,,,,3236,53,,,,62,6,,,,26,8,,,,268,8,,,,21172,57,,,,<LOD,52,,,,18,3,,,,16,2,,,,50,1,,,,7,1,,,,<LOD,1,,,,69,1,,,,62,1,,,,19,1,,,,285,1,,,,14,1,,,,5,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,3,1,,,,12,1,,,,<LOD,12,,,,13,2,,,,<LOD,6,,,,629251,714,
91,Geochem(2),,91,I08,33.60369873,-101.9039993,986.0869751,,5/7/18,17:02:39,ppm,,,<LOD,11030,,,,67631,414,,,,252289,540,,,,<LOD,228,,,,93,16,,,,12470,44,,,,1390,21,,,,2943,53,,,,43,6,,,,44,8,,,,222,8,,,,19729,57,,,,<LOD,52,,,,19,3,,,,17,2,,,,48,1,,,,8,1,,,,<LOD,1,,,,67,1,,,,61,1,,,,17,1,,,,292,1,,,,14,1,,,,8,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,33,,,,<LOD,42,,,,<LOD,11,,,,<LOD,7,,,,11,1,,,,<LOD,13,,,,9,2,,,,3,1,,,,642570,736,
92,Geochem(2),,92,I09,33.60369873,-101.9039993,985.710022,,5/7/18,17:04:58,ppm,,,3188,999,,,,78715,394,,,,274463,569,,,,<LOD,174,,,,222,13,,,,13337,43,,,,1321,20,,,,2929,48,,,,54,5,,,,44,7,,,,223,7,,,,20086,55,,,,<LOD,48,,,,20,2,,,,14,1,,,,49,1,,,,7,0,,,,<LOD,1,,,,69,1,,,,59,1,,,,16,0,,,,242,1,,,,11,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,38,,,,<LOD,10,,,,<LOD,6,,,,13,1,,,,<LOD,11,,,,<LOD,9,,,,<LOD,5,,,,604918,911,
