,Reading #,Date,Time,Method Name,User Factor Name,Grid ID,Latitude,Longitude,Test Status,User ID,Status ID,Compound Template Name, Units,Mg Concentration,Mg Error1s,Mg Action Level,Mg Compound,Mg Compound Level,Mg Compound Error,Al Concentration,Al Error1s,Al Action Level,Al Compound,Al Compound Level,Al Compound Error,Si Concentration,Si Error1s,Si Action Level,Si Compound,Si Compound Level,Si Compound Error,P Concentration,P Error1s,P Action Level,P Compound,P Compound Level,P Compound Error,S Concentration,S Error1s,S Action Level,S Compound,S Compound Level,S Compound Error,K Concentration,K Error1s,K Action Level,K Compound,K Compound Level,K Compound Error,Ca Concentration,Ca Error1s,Ca Action Level,Ca Compound,Ca Compound Level,Ca Compound Error,Ti Concentration,Ti Error1s,Ti Action Level,Ti Compound,Ti Compound Level,Ti Compound Error,V Concentration,V Error1s,V Action Level,V Compound,V Compound Level,V Compound Error,Cr Concentration,Cr Error1s,Cr Action Level,Cr Compound,Cr Compound Level,Cr Compound Error,Mn Concentration,Mn Error1s,Mn Action Level,Mn Compound,Mn Compound Level,Mn Compound Error,Fe Concentration,Fe Error1s,Fe Action Level,Fe Compound,Fe Compound Level,Fe Compound Error,Co Concentration,Co Error1s,Co Action Level,Co Compound,Co Compound Level,Co Compound Error,Ni Concentration,Ni Error1s,Ni Action Level,Ni Compound,Ni Compound Level,Ni Compound Error,Cu Concentration,Cu Error1s,Cu Action Level,Cu Compound,Cu Compound Level,Cu Compound Error,Zn Concentration,Zn Error1s,Zn Action Level,Zn Compound,Zn Compound Level,Zn Compound Error,As Concentration,As Error1s,As Action Level,As Compound,As Compound Level,As Compound Error,Se Concentration,Se Error1s,Se Action Level,Se Compound,Se Compound Level,Se Compound Error,Rb Concentration,Rb Error1s,Rb Action Level,Rb Compound,Rb Compound Level,Rb Compound Error,Sr Concentration,Sr Error1s,Sr Action Level,Sr Compound,Sr Compound Level,Sr Compound Error,Y Concentration,Y Error1s,Y Action Level,Y Compound,Y Compound Level,Y Compound Error,Zr Concentration,Zr Error1s,Zr Action Level,Zr Compound,Zr Compound Level,Zr Compound Error,Nb Concentration,Nb Error1s,Nb Action Level,Nb Compound,Nb Compound Level,Nb Compound Error,Mo Concentration,Mo Error1s,Mo Action Level,Mo Compound,Mo Compound Level,Mo Compound Error,Ag Concentration,Ag Error1s,Ag Action Level,Ag Compound,Ag Compound Level,Ag Compound Error,Cd Concentration,Cd Error1s,Cd Action Level,Cd Compound,Cd Compound Level,Cd Compound Error,Sn Concentration,Sn Error1s,Sn Action Level,Sn Compound,Sn Compound Level,Sn Compound Error,Sb Concentration,Sb Error1s,Sb Action Level,Sb Compound,Sb Compound Level,Sb Compound Error,Ba Concentration,Ba Error1s,Ba Action Level,Ba Compound,Ba Compound Level,Ba Compound Error,W Concentration,W Error1s,W Action Level,W Compound,W Compound Level,W Compound Error,Hg Concentration,Hg Error1s,Hg Action Level,Hg Compound,Hg Compound Level,Hg Compound Error,Pb Concentration,Pb Error1s,Pb Action Level,Pb Compound,Pb Compound Level,Pb Compound Error,Bi Concentration,Bi Error1s,Bi Action Level,Bi Compound,Bi Compound Level,Bi Compound Error,Th Concentration,Th Error1s,Th Action Level,Th Compound,Th Compound Level,Th Compound Error,U Concentration,U Error1s,U Action Level,U Compound,U Compound Level,U Compound Error,LE Concentration,LE Error1s,LE Action Level,LE Compound,LE Compound Level,LE Compound Error
35,57,5/17/20,13:47:23,Geochem(3-Beam),idvl,D01,33.59672198,-101.8636315,No error ,Administrator,0,,%,<LOD,1.49364,,,,,2.3604,0.03831,,,,,9.60441,0.0366,,,,,0.24396,0.00404,,,,,0.2948,0.00396,,,,,1.09209,0.00457,,,,,2.61185,0.00798,,,,,0.19358,0.00724,,,,,<LOD,0.00918,,,,,<LOD,0.00438,,,,,0.02391,0.00102,,,,,1.16543,0.00498,,,,,<LOD,0.00522,,,,,<LOD,0.00147,,,,,0.00303,0.00022,,,,,0.01081,0.00022,,,,,0.00078,0.0001,,,,,<LOD,0.00022,,,,,0.00352,7.00E-05,,,,,0.0123,0.0001,,,,,0.00071,8.00E-05,,,,,0.01575,0.00013,,,,,0.00031,9.00E-05,,,,,0.00037,0.00012,,,,,<LOD,0.00199,,,,,<LOD,0.00226,,,,,<LOD,0.00305,,,,,<LOD,0.00389,,,,,<LOD,0.1283,,,,,<LOD,0.00126,,,,,<LOD,0.00076,,,,,0.00407,0.00012,,,,,<LOD,0.00265,,,,,0.00128,0.00023,,,,,<LOD,0.00075,,,,,82.35664,0.06169,,,,
36,58,5/17/20,13:49:07,Geochem(3-Beam),idvl,C01,33.59668441,-101.8635739,No error ,Administrator,0,,%,0.61295,0.18668,,,,,2.96876,0.03817,,,,,11.4066,0.0438,,,,,0.18421,0.00345,,,,,0.25181,0.00358,,,,,0.97433,0.00439,,,,,1.81008,0.00644,,,,,0.19933,0.00724,,,,,<LOD,0.00899,,,,,<LOD,0.00419,,,,,0.02595,0.00099,,,,,1.23367,0.00535,,,,,<LOD,0.00505,,,,,0.00095,0.00029,,,,,0.00316,0.00022,,,,,0.01054,0.00021,,,,,0.0007,9.00E-05,,,,,<LOD,0.0002,,,,,0.00393,7.00E-05,,,,,0.00735,8.00E-05,,,,,0.00108,7.00E-05,,,,,0.01958,0.00013,,,,,0.00046,8.00E-05,,,,,<LOD,0.00062,,,,,<LOD,0.00192,,,,,<LOD,0.00218,,,,,0.00187,0.00053,,,,,<LOD,0.00386,,,,,<LOD,0.12793,,,,,<LOD,0.00121,,,,,<LOD,0.00074,,,,,0.00363,0.00011,,,,,<LOD,0.00241,,,,,<LOD,0.00114,,,,,<LOD,0.00067,,,,,80.27903,0.16295,,,,
37,59,5/17/20,13:58:47,Geochem(3-Beam),idvl,B01,33.59665552,-101.8636116,No error ,Administrator,0,,%,<LOD,0.76574,,,,,3.06524,0.0359,,,,,25.16394,0.0632,,,,,0.04534,0.00324,,,,,0.04512,0.00334,,,,,0.72901,0.0036,,,,,3.00317,0.00794,,,,,0.12348,0.00801,,,,,0.00918,0.00241,,,,,0.00704,0.00112,,,,,0.02759,0.00108,,,,,0.72703,0.00362,,,,,<LOD,0.00421,,,,,0.00149,0.00032,,,,,0.00111,0.00021,,,,,0.00338,0.00016,,,,,0.00046,7.00E-05,,,,,<LOD,0.00022,,,,,0.00226,6.00E-05,,,,,0.00751,8.00E-05,,,,,0.00095,7.00E-05,,,,,0.0211,0.00014,,,,,0.00032,9.00E-05,,,,,<LOD,0.00068,,,,,<LOD,0.00218,,,,,<LOD,0.0025,,,,,<LOD,0.00346,,,,,<LOD,0.00447,,,,,<LOD,0.13851,,,,,<LOD,0.00127,,,,,<LOD,0.00084,,,,,0.00099,9.00E-05,,,,,0.00192,0.00045,,,,,<LOD,0.00123,,,,,<LOD,0.0007,,,,,67.01234,0.08029,,,,
38,60,5/17/20,14:00:35,Geochem(3-Beam),idvl,B02,33.59662471,-101.8635672,No error ,Administrator,0,,%,<LOD,1.64259,,,,,2.0382,0.04026,,,,,9.07528,0.03864,,,,,0.08969,0.00379,,,,,0.25611,0.00434,,,,,0.79829,0.00425,,,,,4.02961,0.01279,,,,,0.12601,0.00818,,,,,<LOD,0.0102,,,,,<LOD,0.00499,,,,,0.02331,0.00111,,,,,0.83174,0.00442,,,,,<LOD,0.00494,,,,,<LOD,0.00172,,,,,0.00191,0.00024,,,,,0.00546,0.0002,,,,,0.0004,8.00E-05,,,,,<LOD,0.00024,,,,,0.0035,7.00E-05,,,,,0.01289,0.00012,,,,,0.00084,8.00E-05,,,,,0.01851,0.00015,,,,,0.00037,0.0001,,,,,<LOD,0.00076,,,,,<LOD,0.00234,,,,,<LOD,0.00269,,,,,<LOD,0.00371,,,,,<LOD,0.00477,,,,,<LOD,0.15049,,,,,<LOD,0.00141,,,,,<LOD,0.00094,,,,,0.0016,0.0001,,,,,<LOD,0.00296,,,,,0.00136,0.00025,,,,,<LOD,0.00082,,,,,82.68493,0.06617,,,,
39,61,5/17/20,14:01:58,Geochem(3-Beam),idvl,B03,33.59656239,-101.8635628,No error ,Administrator,0,,%,<LOD,1.55917,,,,,2.62563,0.04419,,,,,14.60392,0.05436,,,,,0.07032,0.00401,,,,,0.10752,0.00442,,,,,0.84933,0.00472,,,,,3.10595,0.01033,,,,,0.16147,0.00909,,,,,<LOD,0.01153,,,,,<LOD,0.00518,,,,,0.02023,0.00115,,,,,0.94891,0.00498,,,,,<LOD,0.00542,,,,,<LOD,0.00185,,,,,0.00189,0.00026,,,,,0.00755,0.00023,,,,,0.00037,8.00E-05,,,,,<LOD,0.00025,,,,,0.00316,8.00E-05,,,,,0.01076,0.00011,,,,,0.00096,9.00E-05,,,,,0.01997,0.00016,,,,,0.00042,0.00011,,,,,<LOD,0.00081,,,,,<LOD,0.00244,,,,,<LOD,0.00278,,,,,<LOD,0.00381,,,,,<LOD,0.0049,,,,,<LOD,0.1635,,,,,<LOD,0.0015,,,,,<LOD,0.00097,,,,,0.00145,0.00011,,,,,<LOD,0.00312,,,,,0.00149,0.00027,,,,,0.00041,0.00011,,,,,77.45828,0.08007,,,,
40,62,5/17/20,14:03:20,Geochem(3-Beam),idvl,B04,33.59647996,-101.8635306,No error ,Administrator,0,,%,<LOD,1.55872,,,,,2.51697,0.03925,,,,,8.69822,0.03514,,,,,0.07774,0.00331,,,,,0.11201,0.00346,,,,,0.61425,0.00345,,,,,3.34924,0.01008,,,,,0.15581,0.00719,,,,,<LOD,0.00947,,,,,<LOD,0.00455,,,,,0.01635,0.00093,,,,,1.17541,0.00509,,,,,<LOD,0.00533,,,,,<LOD,0.00154,,,,,0.00143,0.00021,,,,,0.00644,0.00019,,,,,0.00033,7.00E-05,,,,,<LOD,0.00021,,,,,0.00341,7.00E-05,,,,,0.00871,9.00E-05,,,,,0.00087,8.00E-05,,,,,0.01374,0.00013,,,,,0.00037,9.00E-05,,,,,0.0004,0.00012,,,,,<LOD,0.00204,,,,,<LOD,0.00233,,,,,<LOD,0.00316,,,,,<LOD,0.00407,,,,,<LOD,0.13154,,,,,<LOD,0.00124,,,,,<LOD,0.00077,,,,,0.00127,9.00E-05,,,,,<LOD,0.00266,,,,,0.00074,0.00023,,,,,0.00033,0.0001,,,,,83.24594,0.06123,,,,
41,63,5/17/20,14:04:56,Geochem(3-Beam),idvl,B05,33.59650331,-101.8634946,No error ,Administrator,0,,%,<LOD,0.9336,,,,,3.36749,0.04056,,,,,19.04806,0.05677,,,,,0.03738,0.00348,,,,,0.12165,0.00378,,,,,0.95571,0.00433,,,,,4.45054,0.0122,,,,,0.22428,0.00879,,,,,<LOD,0.01098,,,,,0.00544,0.00117,,,,,0.01849,0.00109,,,,,1.36627,0.00571,,,,,<LOD,0.00606,,,,,0.00234,0.00036,,,,,0.00162,0.00024,,,,,0.00652,0.00021,,,,,0.00061,8.00E-05,,,,,<LOD,0.00025,,,,,0.00437,8.00E-05,,,,,0.01187,0.00011,,,,,0.00128,8.00E-05,,,,,0.01875,0.00015,,,,,0.00057,0.0001,,,,,<LOD,0.00073,,,,,<LOD,0.00227,,,,,<LOD,0.0026,,,,,<LOD,0.00359,,,,,<LOD,0.00463,,,,,<LOD,0.15684,,,,,0.00081,0.00025,,,,,<LOD,0.00094,,,,,0.00158,0.0001,,,,,<LOD,0.00284,,,,,0.0008,0.00025,,,,,<LOD,0.0008,,,,,70.35357,0.08284,,,,
42,64,5/17/20,14:06:27,Geochem(3-Beam),idvl,B06,33.59646695,-101.86359,No error ,Administrator,0,,%,<LOD,0.98932,,,,,3.34627,0.04263,,,,,16.64314,0.0545,,,,,0.02146,0.00366,,,,,0.03604,0.00367,,,,,0.99208,0.00463,,,,,5.93678,0.01683,,,,,0.24211,0.00948,,,,,<LOD,0.01218,,,,,0.00362,0.00121,,,,,0.01739,0.00116,,,,,1.4949,0.00642,,,,,<LOD,0.00671,,,,,0.00176,0.00038,,,,,0.00208,0.00026,,,,,0.00573,0.00021,,,,,0.00078,9.00E-05,,,,,<LOD,0.00025,,,,,0.00505,9.00E-05,,,,,0.01062,0.00011,,,,,0.00132,9.00E-05,,,,,0.02534,0.00017,,,,,0.00067,0.0001,,,,,<LOD,0.00078,,,,,<LOD,0.00242,,,,,<LOD,0.00277,,,,,0.00207,0.00065,,,,,<LOD,0.00493,,,,,<LOD,0.16952,,,,,<LOD,0.00149,,,,,<LOD,0.00092,,,,,0.00119,0.0001,,,,,<LOD,0.00298,,,,,<LOD,0.00141,,,,,<LOD,0.00084,,,,,71.20958,0.08621,,,,
43,65,5/17/20,14:07:59,Geochem(3-Beam),idvl,B07,33.5965051,-101.8636665,No error ,Administrator,0,,%,<LOD,1.2461,,,,,3.34245,0.04546,,,,,15.79762,0.05572,,,,,0.02421,0.0037,,,,,<LOD,0.04343,,,,,0.97375,0.00487,,,,,4.22833,0.01315,,,,,0.22188,0.00954,,,,,<LOD,0.01201,,,,,<LOD,0.00553,,,,,0.02188,0.0012,,,,,1.42379,0.00645,,,,,<LOD,0.00667,,,,,0.00247,0.0004,,,,,0.0023,0.00027,,,,,0.00719,0.00023,,,,,0.0007,9.00E-05,,,,,<LOD,0.00026,,,,,0.00452,9.00E-05,,,,,0.01192,0.00012,,,,,0.00119,9.00E-05,,,,,0.02437,0.00018,,,,,0.00069,0.00011,,,,,<LOD,0.0008,,,,,<LOD,0.00249,,,,,<LOD,0.00286,,,,,<LOD,0.00395,,,,,<LOD,0.00508,,,,,<LOD,0.17224,,,,,<LOD,0.00152,,,,,<LOD,0.00096,,,,,0.00195,0.00012,,,,,<LOD,0.00313,,,,,0.00178,0.00028,,,,,<LOD,0.00088,,,,,73.90701,0.0858,,,,
44,66,5/17/20,14:09:49,Geochem(3-Beam),idvl,B08,33.59640024,-101.863625,No error ,Administrator,0,,%,<LOD,1.10213,,,,,3.15881,0.04186,,,,,17.88393,0.05721,,,,,0.02461,0.00348,,,,,0.07384,0.00381,,,,,0.90188,0.00442,,,,,3.83209,0.01132,,,,,0.17619,0.00882,,,,,<LOD,0.01093,,,,,<LOD,0.00511,,,,,0.01405,0.00107,,,,,1.12959,0.00524,,,,,<LOD,0.00571,,,,,0.00205,0.00037,,,,,0.00099,0.00024,,,,,0.00579,0.0002,,,,,0.00048,9.00E-05,,,,,<LOD,0.00025,,,,,0.00451,8.00E-05,,,,,0.01348,0.00012,,,,,0.00103,9.00E-05,,,,,0.02799,0.00018,,,,,0.00057,0.0001,,,,,<LOD,0.00077,,,,,<LOD,0.00234,,,,,<LOD,0.00268,,,,,<LOD,0.00369,,,,,<LOD,0.00473,,,,,<LOD,0.1584,,,,,<LOD,0.00141,,,,,<LOD,0.00092,,,,,0.00207,0.00011,,,,,<LOD,0.00294,,,,,<LOD,0.00139,,,,,<LOD,0.00083,,,,,72.74604,0.08258,,,,
45,67,5/17/20,14:14:02,Geochem(3-Beam),idvl,B09,33.59634235,-101.8636522,No error ,Administrator,0,,%,0.67228,0.18633,,,,,2.53061,0.0356,,,,,18.09098,0.06258,,,,,0.04824,0.00324,,,,,0.09575,0.00333,,,,,0.70529,0.00375,,,,,3.95785,0.01286,,,,,0.5643,0.01047,,,,,<LOD,0.01226,,,,,0.00441,0.00111,,,,,0.01197,0.00096,,,,,0.84885,0.00435,,,,,<LOD,0.00453,,,,,0.00139,0.00032,,,,,0.00151,0.00022,,,,,0.00737,0.0002,,,,,0.00033,7.00E-05,,,,,<LOD,0.00023,,,,,0.00335,7.00E-05,,,,,0.00902,9.00E-05,,,,,0.0008,8.00E-05,,,,,0.01758,0.00014,,,,,0.00055,9.00E-05,,,,,0.00038,0.00012,,,,,<LOD,0.00218,,,,,<LOD,0.00248,,,,,0.00175,0.00058,,,,,<LOD,0.00441,,,,,<LOD,0.15469,,,,,<LOD,0.0013,,,,,<LOD,0.00085,,,,,0.0015,9.00E-05,,,,,<LOD,0.00264,,,,,<LOD,0.00125,,,,,<LOD,0.00073,,,,,72.42393,0.15534,,,,
46,68,5/17/20,14:15:51,Geochem(3-Beam),idvl,A01,33.5967011,-101.8635594,No error ,Administrator,0,,%,<LOD,1.33632,,,,,1.44008,0.03503,,,,,8.72459,0.03589,,,,,0.20133,0.00421,,,,,0.47029,0.00473,,,,,0.92874,0.00438,,,,,5.09629,0.01525,,,,,0.12148,0.00762,,,,,<LOD,0.00971,,,,,<LOD,0.00471,,,,,0.02301,0.00109,,,,,0.88943,0.00447,,,,,<LOD,0.005,,,,,0.00124,0.00034,,,,,0.00289,0.00024,,,,,0.0161,0.00028,,,,,0.00052,9.00E-05,,,,,<LOD,0.00023,,,,,0.00322,7.00E-05,,,,,0.01498,0.00012,,,,,0.00093,8.00E-05,,,,,0.01478,0.00014,,,,,0.0004,0.0001,,,,,<LOD,0.00072,,,,,<LOD,0.00221,,,,,<LOD,0.00252,,,,,<LOD,0.00345,,,,,<LOD,0.00442,,,,,<LOD,0.14072,,,,,<LOD,0.00148,,,,,<LOD,0.00087,,,,,0.00266,0.00011,,,,,<LOD,0.0029,,,,,0.00144,0.00025,,,,,0.00045,0.00011,,,,,82.04514,0.06319,,,,
47,69,5/17/20,14:17:15,Geochem(3-Beam),idvl,A02,33.59662926,-101.8634956,No error ,Administrator,0,,%,<LOD,2.18609,,,,,1.11618,0.04371,,,,,5.03718,0.03048,,,,,0.37022,0.00575,,,,,0.69018,0.0065,,,,,1.59726,0.00739,,,,,4.18666,0.01517,,,,,0.06662,0.00721,,,,,<LOD,0.00912,,,,,<LOD,0.00474,,,,,0.01565,0.00109,,,,,0.49917,0.00361,,,,,0.00309,0.00089,,,,,<LOD,0.00194,,,,,0.00378,0.00027,,,,,0.01801,0.00032,,,,,<LOD,0.00051,,,,,<LOD,0.00024,,,,,0.0021,7.00E-05,,,,,0.01415,0.00014,,,,,0.00048,0.0001,,,,,0.00951,0.00014,,,,,<LOD,0.00067,,,,,<LOD,0.00085,,,,,<LOD,0.00242,,,,,<LOD,0.00273,,,,,<LOD,0.00363,,,,,<LOD,0.00459,,,,,<LOD,0.13588,,,,,<LOD,0.0016,,,,,<LOD,0.0009,,,,,0.0021,0.00012,,,,,<LOD,0.00342,,,,,0.00329,0.00029,,,,,0.00098,0.00013,,,,,86.3634,0.06453,,,,
48,70,5/17/20,14:19:02,Geochem(3-Beam),idvl,A03,33.5966387,-101.8635778,No error ,Administrator,0,,%,<LOD,1.95121,,,,,1.00163,0.06859,,,,,2.24473,0.02204,,,,,0.48971,0.0066,,,,,0.90817,0.00792,,,,,9.0246,0.03721,,,,,2.79864,0.01325,,,,,0.06306,0.00881,,,,,<LOD,0.01102,,,,,<LOD,0.0057,,,,,0.01485,0.00125,,,,,0.4446,0.00404,,,,,<LOD,0.00499,,,,,<LOD,0.00252,,,,,0.00235,0.00033,,,,,0.0134,0.00035,,,,,0.00033,0.0001,,,,,<LOD,0.00031,,,,,0.00227,9.00E-05,,,,,0.01036,0.00014,,,,,<LOD,0.0007,,,,,0.00698,0.00016,,,,,<LOD,0.00083,,,,,0.00053,0.00017,,,,,<LOD,0.00292,,,,,<LOD,0.00326,,,,,<LOD,0.0043,,,,,<LOD,0.00543,,,,,<LOD,0.16585,,,,,<LOD,0.00193,,,,,<LOD,0.00114,,,,,0.00138,0.00013,,,,,<LOD,0.00422,,,,,0.00415,0.00035,,,,,0.00068,0.00015,,,,,82.96759,0.09053,,,,
49,71,5/17/20,14:20:42,Geochem(3-Beam),idvl,A04,33.59654003,-101.8635306,No error ,Administrator,0,,%,<LOD,3.84673,,,,,1.83785,0.06682,,,,,5.90883,0.04624,,,,,0.10716,0.00669,,,,,0.20087,0.00759,,,,,0.99451,0.00785,,,,,4.54669,0.02268,,,,,0.15561,0.01271,,,,,<LOD,0.01657,,,,,<LOD,0.00753,,,,,0.02922,0.00183,,,,,1.06121,0.00792,,,,,<LOD,0.00835,,,,,0.00351,0.00067,,,,,0.0029,0.00043,,,,,0.01681,0.00045,,,,,0.00054,0.00016,,,,,<LOD,0.0004,,,,,0.0036,0.00012,,,,,0.01584,0.0002,,,,,0.00095,0.00014,,,,,0.02009,0.00024,,,,,0.00054,0.00016,,,,,<LOD,0.00122,,,,,<LOD,0.00368,,,,,<LOD,0.00417,,,,,<LOD,0.00572,,,,,<LOD,0.00733,,,,,<LOD,0.24204,,,,,<LOD,0.00247,,,,,<LOD,0.00139,,,,,0.00405,0.0002,,,,,<LOD,0.00476,,,,,0.00378,0.00042,,,,,<LOD,0.00135,,,,,85.08543,0.09735,,,,
50,72,5/17/20,14:22:02,Geochem(3-Beam),idvl,A05,33.59648431,-101.863585,No error ,Administrator,0,,%,<LOD,2.66751,,,,,1.55731,0.05776,,,,,4.64179,0.03616,,,,,0.20849,0.00652,,,,,0.4045,0.00724,,,,,1.19579,0.00779,,,,,6.43888,0.02882,,,,,0.14294,0.01126,,,,,<LOD,0.01498,,,,,<LOD,0.00705,,,,,0.0322,0.00162,,,,,1.05606,0.00737,,,,,<LOD,0.00783,,,,,0.00201,0.00059,,,,,0.00425,0.00038,,,,,0.0248,0.00049,,,,,0.00069,0.00014,,,,,<LOD,0.00035,,,,,0.00364,0.00011,,,,,0.01349,0.00017,,,,,0.00096,0.00013,,,,,0.02089,0.00023,,,,,0.00063,0.00015,,,,,<LOD,0.00112,,,,,<LOD,0.00333,,,,,<LOD,0.00377,,,,,0.00276,0.00089,,,,,<LOD,0.00655,,,,,<LOD,0.21539,,,,,<LOD,0.00241,,,,,<LOD,0.00134,,,,,0.003,0.00017,,,,,<LOD,0.00445,,,,,0.00373,0.00039,,,,,0.0008,0.00016,,,,,84.24038,0.08892,,,,
51,73,5/17/20,14:23:37,Geochem(3-Beam),idvl,A06,33.59652329,-101.8636255,No error ,Administrator,0,,%,<LOD,3.34953,,,,,1.70972,0.08893,,,,,10.5399,0.07497,,,,,0.12054,0.00843,,,,,0.91253,0.01312,,,,,5.9772,0.03473,,,,,3.5449,0.02157,,,,,0.10189,0.01394,,,,,<LOD,0.01639,,,,,<LOD,0.0089,,,,,0.04347,0.00237,,,,,0.51516,0.00613,,,,,<LOD,0.00744,,,,,<LOD,0.00454,,,,,0.0038,0.00051,,,,,0.03016,0.00071,,,,,0.00053,0.00016,,,,,<LOD,0.00047,,,,,0.00253,0.00014,,,,,0.01043,0.0002,,,,,<LOD,0.00102,,,,,0.01087,0.00026,,,,,<LOD,0.00122,,,,,0.00098,0.00026,,,,,<LOD,0.00446,,,,,<LOD,0.00503,,,,,<LOD,0.00672,,,,,<LOD,0.00862,,,,,<LOD,0.25342,,,,,<LOD,0.00354,,,,,<LOD,0.00181,,,,,0.00158,0.0002,,,,,<LOD,0.0063,,,,,0.00682,0.00053,,,,,0.00124,0.00022,,,,,76.46574,0.14811,,,,
52,75,5/17/20,14:26:11,Geochem(3-Beam),idvl,A07,33.59652078,-101.8635245,No error ,Administrator,0,,%,<LOD,1.3068,,,,,2.51538,0.04107,,,,,7.85146,0.03423,,,,,0.2363,0.0044,,,,,0.25861,0.00407,,,,,0.98369,0.00454,,,,,5.286,0.01619,,,,,0.2183,0.0085,,,,,<LOD,0.01124,,,,,<LOD,0.00513,,,,,0.03572,0.00123,,,,,1.50168,0.00649,,,,,<LOD,0.00652,,,,,0.00189,0.00036,,,,,0.00321,0.00026,,,,,0.0354,0.00042,,,,,0.00069,0.00012,,,,,<LOD,0.00025,,,,,0.00434,8.00E-05,,,,,0.01665,0.00013,,,,,0.0012,9.00E-05,,,,,0.0227,0.00016,,,,,0.00062,0.0001,,,,,<LOD,0.00074,,,,,<LOD,0.00225,,,,,<LOD,0.00257,,,,,<LOD,0.00352,,,,,<LOD,0.00452,,,,,<LOD,0.157,,,,,<LOD,0.00179,,,,,<LOD,0.00095,,,,,0.00496,0.00014,,,,,<LOD,0.00291,,,,,0.00087,0.00026,,,,,<LOD,0.00083,,,,,81.02032,0.0686,,,,
53,76,5/17/20,14:27:52,Geochem(3-Beam),idvl,A08,33.5964702,-101.8635262,No error ,Administrator,0,,%,<LOD,1.74381,,,,,1.17326,0.03369,,,,,4.60867,0.02351,,,,,0.33879,0.00429,,,,,0.64655,0.0049,,,,,1.3563,0.00527,,,,,2.69087,0.00837,,,,,0.12016,0.00652,,,,,<LOD,0.00847,,,,,<LOD,0.0041,,,,,0.02107,0.0009,,,,,0.93077,0.00426,,,,,<LOD,0.00464,,,,,<LOD,0.00141,,,,,0.0028,0.00021,,,,,0.02481,0.00031,,,,,0.00056,8.00E-05,,,,,<LOD,0.00021,,,,,0.00317,6.00E-05,,,,,0.01086,0.0001,,,,,0.00077,7.00E-05,,,,,0.01149,0.00012,,,,,0.00044,9.00E-05,,,,,<LOD,0.00065,,,,,<LOD,0.00196,,,,,<LOD,0.00222,,,,,<LOD,0.00302,,,,,<LOD,0.00384,,,,,<LOD,0.1195,,,,,<LOD,0.0014,,,,,<LOD,0.00076,,,,,0.00279,0.0001,,,,,<LOD,0.00258,,,,,0.00092,0.00022,,,,,0.00039,9.00E-05,,,,,88.05457,0.04875,,,,
54,77,5/17/20,14:29:25,Geochem(3-Beam),idvl,A09,33.59639138,-101.8635617,No error ,Administrator,0,,%,<LOD,1.67955,,,,,2.34824,0.04057,,,,,9.20691,0.03786,,,,,0.15498,0.00381,,,,,0.24835,0.00406,,,,,1.12763,0.00497,,,,,2.70504,0.00883,,,,,0.20565,0.00814,,,,,<LOD,0.01054,,,,,0.00441,0.00111,,,,,0.02457,0.00111,,,,,1.32686,0.00581,,,,,<LOD,0.00597,,,,,0.00124,0.00034,,,,,0.00239,0.00025,,,,,0.01519,0.00028,,,,,0.00081,0.00011,,,,,<LOD,0.00023,,,,,0.004,7.00E-05,,,,,0.01035,0.0001,,,,,0.00116,8.00E-05,,,,,0.02016,0.00015,,,,,0.00055,0.0001,,,,,<LOD,0.00072,,,,,<LOD,0.00219,,,,,<LOD,0.00251,,,,,<LOD,0.00343,,,,,<LOD,0.00439,,,,,<LOD,0.14836,,,,,<LOD,0.00141,,,,,<LOD,0.00084,,,,,0.00415,0.00013,,,,,<LOD,0.00278,,,,,<LOD,0.00132,,,,,<LOD,0.00078,,,,,82.58736,0.06534,,,,